#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  50
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  50
#! SET periodic_psi true
   -3.141592654   -3.141592654   17.012035156  -50.594385657   18.103087934
   -3.015928947   -3.141592654   11.435339598  -38.076972090   18.315665593
   -2.890265241   -3.141592654    7.431710719  -26.065132836   18.588844339
   -2.764601535   -3.141592654    4.857776029  -15.180829831   18.545409373
   -2.638937829   -3.141592654    3.636396633   -4.482751735   18.416973980
   -2.513274123   -3.141592654    3.728534523    5.275235832   18.581520505
   -2.387610417   -3.141592654    4.833744633   11.177638487   19.033862778
   -2.261946711   -3.141592654    6.400012893   12.939539580   20.284833525
   -2.136283004   -3.141592654    8.033295903   12.479813610   22.102814059
   -2.010619298   -3.141592654    9.535958725   11.000966133   23.123973138
   -1.884955592   -3.141592654   10.868588093   10.153286488   23.494027303
   -1.759291886   -3.141592654   12.192696910   10.642116802   24.453813433
   -1.633628180   -3.141592654   13.554478061   10.336495991   25.914990285
   -1.507964474   -3.141592654   14.771993519    8.884883391   27.094557351
   -1.382300768   -3.141592654   16.032895984   12.195329489   28.588860296
   -1.256637061   -3.141592654   18.204537836   22.968178667   31.686383764
   -1.130973355   -3.141592654   21.919104048   35.601033166   36.050702383
   -1.005309649   -3.141592654   27.110334274   46.510372493   40.631734925
   -0.879645943   -3.141592654   33.692111380   58.192997446   45.979966043
   -0.753982237   -3.141592654   41.825676242   70.901190205   52.781587368
   -0.628318531   -3.141592654   51.483071439   82.006152797   59.579079119
   -0.502654825   -3.141592654   62.297556095   88.813668292   64.510905062
   -0.376991118   -3.141592654   73.504841542   87.489230391   66.132702270
   -0.251327412   -3.141592654   83.777539149   73.205121231   61.778836862
   -0.125663706   -3.141592654   91.254450426   42.839786108   48.119825496
    0.000000000   -3.141592654   94.012273358   -0.659304914   24.658872496
    0.125663706   -3.141592654   91.038097547  -45.913466200   -2.876786341
    0.251327412   -3.141592654   83.044861514  -78.442826314  -24.314403071
    0.376991118   -3.141592654   72.211246499  -90.701530638  -33.152370075
    0.502654825   -3.141592654   61.016557057  -85.277486452  -32.116039262
    0.628318531   -3.141592654   51.154317729  -71.048964516  -28.610536185
    0.753982237   -3.141592654   43.241532612  -54.676275424  -26.379102367
    0.879645943   -3.141592654   37.531295973  -35.594208384  -23.551776947
    1.005309649   -3.141592654   34.444771935  -13.313945023  -17.800359471
    1.130973355   -3.141592654   34.143053210    7.720121510  -11.109591134
    1.256637061   -3.141592654   36.173637228   23.522137057   -7.192163930
    1.382300768   -3.141592654   39.898796085   35.191076874   -5.947627287
    1.507964474   -3.141592654   44.965323421   44.806687029   -4.804427942
