# cv - fes - histogram
0.000000000000000000e+00 inf 0.000000000000000000e+00
4.067796610169491789e-01 inf 0.000000000000000000e+00
8.135593220338983578e-01 2.542983610758856372e+01 1.477818982716165019e-01
1.220338983050847537e+00 inf 0.000000000000000000e+00
1.627118644067796716e+00 2.995165278191407410e+01 1.051882193236170632e-01
2.033898305084745672e+00 inf 0.000000000000000000e+00
2.440677966101695073e+00 3.390370349953363416e+01 7.814801369075470572e-02
2.847457627118644474e+00 3.255509632070772597e+01 8.648782701819976437e-02
3.254237288135593431e+00 2.693013173999615972e+01 1.320173487195862028e-01
3.661016949152542388e+00 2.930606902186250551e+01 1.104200183182350997e-01
4.067796610169491345e+00 3.573447912701501394e+01 6.809830596178242934e-02
4.474576271186441190e+00 3.398219630892837273e+01 7.768816467040318141e-02
4.881355932203390147e+00 3.894268166370959250e+01 5.350280600721750435e-02
5.288135593220339103e+00 4.121345857613331276e+01 4.510526566714569141e-02
5.694915254237288949e+00 4.605157040931700152e+01 3.135053047712070551e-02
6.101694915254237905e+00 5.353031897800610750e+01 1.786635375599384193e-02
6.508474576271186862e+00 5.580287547066509291e+01 1.506012249859831585e-02
6.915254237288135819e+00 6.161190428548558629e+01 9.730655594036562508e-03
7.322033898305084776e+00 6.582600353519157466e+01 7.088201951371788344e-03
7.728813559322034621e+00 6.939287311303205286e+01 5.420814182607433876e-03
8.135593220338982690e+00 7.647211943552268565e+01 3.183470209909331980e-03
8.542372881355932535e+00 8.182491319526447171e+01 2.128688721750987209e-03
8.949152542372882380e+00 8.702865338570512677e+01 1.439430437196654537e-03
9.355932203389830448e+00 9.278130636624497640e+01 9.339963079850920535e-04
9.762711864406780293e+00 9.988550825221319940e+01 5.474778299190845082e-04
1.016949152542373014e+01 1.072224149965893645e+02 3.153473860196041954e-04
1.057627118644067821e+01 1.124257234556042278e+02 2.132464723703278008e-04
1.098305084745762805e+01 1.209242660729660486e+02 1.125570807361757337e-04
1.138983050847457790e+01 1.265371120228976309e+02 7.380614434248912404e-05
1.179661016949152597e+01 1.349967618521643544e+02 3.907090560659232418e-05
1.220338983050847581e+01 1.410965370587471455e+02 2.469864473489718408e-05
1.261016949152542388e+01 1.499937583509979504e+02 1.265160856224078315e-05
1.301694915254237372e+01 1.563490224004430900e+02 7.845538010982632885e-06
1.342372881355932357e+01 1.631973777459628252e+02 4.688117088565409950e-06
1.383050847457627164e+01 1.710017696946948149e+02 2.607089959003154448e-06
1.423728813559322148e+01 1.791830888968737554e+02 1.409306668451154783e-06
1.464406779661016955e+01 1.870925825949943544e+02 7.775549864217612681e-07
1.505084745762711940e+01 1.948488791331986079e+02 4.339694642682289990e-07
1.545762711864406924e+01 2.020429843793541806e+02 2.526648744926908875e-07
1.586440677966101731e+01 2.098306341825316963e+02 1.406854327613681618e-07
1.627118644067796538e+01 2.180862703580219204e+02 7.562613316608054029e-08
1.667796610169491700e+01 2.258921453994496744e+02 4.205145562725237530e-08
1.708474576271186507e+01 2.330696432079744795e+02 2.451370902347837709e-08
1.749152542372881314e+01 2.421239316681560183e+02 1.240945825808173009e-08
1.789830508474576476e+01 2.483931685441394563e+02 7.745311952050389046e-09
1.830508474576271283e+01 2.579916829422041928e+02 3.763671482304009509e-09
1.871186440677966090e+01 2.667427009644263194e+02 1.949209019325554060e-09
1.911864406779661252e+01 2.731518449777115052e+02 1.203860085232561295e-09
1.952542372881356059e+01 2.814568580399177904e+02 6.447427103234126932e-10
1.993220338983050866e+01 2.888387858075460599e+02 3.701170013482909930e-10
2.033898305084746028e+01 2.961703970799959507e+02 2.132723969653812617e-10
2.074576271186440835e+01 3.062497620475785425e+02 9.995531315017626735e-11
2.115254237288135641e+01 3.132266302289597775e+02 5.915414491578545822e-11
2.155932203389830804e+01 3.207014871401775054e+02 3.372122111963907538e-11
2.196610169491525610e+01 3.301209406981502639e+02 1.660822002726236533e-11
2.237288135593220417e+01 3.394566899071667194e+02 8.231446218076112825e-12
2.277966101694915579e+01 3.467507660688784199e+02 4.756608647652814723e-12
2.318644067796610386e+01 3.533644693944989399e+02 2.892913189905281542e-12
2.359322033898305193e+01 3.607452642803435765e+02 1.660829264733462860e-12
2.400000000000000000e+01 3.694206531706155943e+02 8.650501089828945763e-13
2.440677966101695162e+01 3.769398897477167338e+02 4.914849414129395829e-13
2.481355932203389969e+01 3.840922656358163749e+02 2.870506491121714029e-13
2.522033898305084776e+01 3.940689088316848370e+02 1.355763742823871856e-13
2.562711864406779938e+01 3.975006813544961801e+02 1.047427265522991574e-13
2.603389830508474745e+01 4.072450931117013511e+02 5.034224482611239059e-14
2.644067796610169552e+01 4.141676517387697913e+02 2.991474348907027851e-14
2.684745762711864714e+01 4.249010189599871410e+02 1.334753015114204275e-14
2.725423728813559521e+01 4.288317948508243376e+02 9.932222809218588097e-15
2.766101694915254328e+01 4.390342806486117979e+02 4.612085337246120914e-15
2.806779661016949490e+01 4.467701287354746000e+02 2.578060552069853304e-15
2.847457627118644297e+01 4.555083987496806799e+02 1.336460376868774367e-15
2.888135593220339103e+01 4.579668363381497898e+02 1.110910198276586332e-15
2.928813559322033910e+01 4.693147930339450227e+02 4.732884956722067381e-16
2.969491525423729072e+01 4.741605563381664865e+02 3.287711856332939349e-16
3.010169491525423879e+01 4.785269054098516222e+02 2.367642929478021109e-16
3.050847457627118686e+01 4.899204210798400254e+02 1.005253352923708018e-16
3.091525423728813848e+01 4.998127590008267589e+02 4.778085241253506311e-17
3.132203389830508655e+01 5.050643935305419632e+02 3.219352170505270582e-17
3.172881355932203462e+01 5.103389872495493478e+02 2.165376298150633538e-17
3.213559322033898269e+01 5.190185511663688658e+02 1.127491626074648432e-17
3.254237288135593076e+01 5.290874960161752369e+02 5.288406310020717655e-18
3.294915254237288593e+01 5.291715638848507979e+02 5.255084286272557287e-18
3.335593220338983400e+01 5.357459869816343598e+02 3.205533442943710086e-18
3.376271186440678207e+01 5.463393129857518034e+02 1.445402515736651820e-18
3.416949152542373014e+01 5.526757201097710777e+02 8.975973039001933665e-19
3.457627118644067821e+01 5.557388599891775129e+02 7.129492658267311716e-19
3.498305084745762628e+01 5.631395727542932264e+02 4.086935845162027771e-19
3.538983050847458145e+01 5.706627754610096872e+02 2.321332021958842516e-19
3.579661016949152952e+01 5.756046451914769477e+02 1.600909676743076498e-19
3.620338983050847759e+01 5.825024903646263965e+02 9.530737798760818772e-20
3.661016949152542566e+01 5.906313640722993341e+02 5.172357710230207973e-20
3.701694915254237372e+01 5.968840326403475274e+02 3.232329759873295676e-20
3.742372881355932179e+01 6.032705112074944509e+02 1.999739269248406784e-20
3.783050847457627697e+01 6.088910176151171072e+02 1.310517817896636132e-20
3.823728813559322504e+01 6.142705542671326384e+02 8.745427505135853790e-21
3.864406779661017310e+01 6.228719668360898822e+02 4.580500370660467886e-21
3.905084745762712117e+01 6.274529600121101112e+02 3.245835098162826469e-21
3.945762711864406924e+01 6.334799154303648265e+02 2.063117366243048042e-21
3.986440677966101731e+01 6.431282403208940650e+02 9.987809055304415731e-22
4.027118644067796538e+01 6.451955273611371240e+02 8.549990219386341591e-22
4.067796610169492055e+01 6.540021378557888738e+02 4.409577915050088756e-22
4.108474576271186862e+01 6.581137389287040378e+02 3.236964591453138077e-22
4.149152542372881669e+01 6.656519847887465176e+02 1.836479884748832376e-22
4.189830508474576476e+01 6.683765026189443006e+02 1.496306395645077791e-22
4.230508474576271283e+01 6.734004492256414096e+02 1.025581041910300609e-22
4.271186440677966090e+01 6.803627199096941922e+02 6.076114421855454363e-23
4.311864406779661607e+01 6.858383182684713120e+02 4.025569097703427220e-23
4.352542372881356414e+01 6.907886878591084496e+02 2.774465321542076529e-23
4.393220338983051221e+01 6.975452773353131306e+02 1.669365819295379554e-23
4.433898305084746028e+01 7.016292375649403539e+02 1.227990540428947260e-23
4.474576271186440835e+01 7.084724746353786031e+02 7.340706683625906333e-24
4.515254237288135641e+01 7.127747158633833351e+02 5.311946456268463946e-24
4.555932203389831159e+01 7.188455795620292292e+02 3.365250540530216861e-24
4.596610169491525966e+01 7.229411444821413397e+02 2.473329461613718006e-24
4.637288135593220773e+01 7.285570125290794294e+02 1.621447851038566586e-24
4.677966101694915579e+01 7.336492960007227566e+02 1.105658437771393522e-24
4.718644067796610386e+01 7.371715438474027451e+02 8.484113855390156986e-25
4.759322033898305193e+01 7.435995890671473489e+02 5.232471800196778960e-25
4.800000000000000000e+01 7.493398412904301722e+02 3.398335912956664282e-25
4.840677966101695517e+01 7.517487264260146276e+02 2.835353700039278468e-25
4.881355932203390324e+01 7.556333342104054509e+02 2.117192498883871030e-25
4.922033898305085131e+01 7.617280368859123882e+02 1.338892254841865099e-25
4.962711864406779938e+01 7.655618043962392676e+02 1.003595849933649580e-25
5.003389830508474745e+01 7.721201899005881160e+02 6.129191207900187538e-26
